9.115398	9.176610
7.943250	7.137329
9.531232	8.338218
8.100619	8.585771
10.888533	9.423779
8.698038	9.527216
8.967547	8.214735
8.499114	8.926017
8.518872	8.554353
8.898072	10.209764
8.985828	11.235768
9.812627	11.406356
8.807140	9.579545
8.019290	7.072055
10.081842	9.046145
11.236912	11.691096
8.257164	8.353907
11.090938	11.628887
10.153879	8.843672
10.384881	10.922267
8.162134	7.734938
9.648127	10.321655
8.474538	8.139662
10.985189	9.770356
8.573290	6.953522
10.229711	9.920786
8.913690	9.317005
8.942231	9.144008
8.222707	9.095682
9.737516	9.558863
9.887148	9.903929
8.187793	6.660491
9.927773	10.751227
8.432395	7.554367
9.886744	11.981702
10.299288	8.284267
8.973845	9.803291
6.778071	6.698928
7.905114	9.710834
7.712802	8.244551
8.661059	9.810342
8.547455	9.243112
8.877697	8.968383
9.014247	8.760140
9.047000	8.149267
8.097189	9.200426
8.952402	8.441149
11.185833	12.525813
8.237360	9.465379
10.018434	9.596463
9.018453	9.297391
6.450868	6.304641
9.057973	8.592206
9.358193	11.237348
9.546183	9.264992
8.556679	7.137147
8.832558	7.477306
9.184399	9.408481
9.026847	8.457591
8.885843	9.521688
9.975284	10.132080
9.364243	8.506031
7.815754	7.854385
9.242382	9.014613
9.401007	9.932798
9.853274	8.177128
9.612450	9.299339
9.252875	8.851131
9.356203	11.564221
10.769960	11.597025
9.101061	9.568536
9.459419	10.842134
10.114376	9.970711
10.561352	10.851861
9.706139	9.883543
8.458429	9.600175
10.123654	10.133454
10.396873	10.998149
8.609376	7.783481
6.905989	6.483329
8.270580	8.494499
8.592539	9.162353
9.054952	8.723931
8.806006	10.000068
9.549325	9.691091
8.425755	8.281758
8.638425	8.373807
8.041486	6.720356
8.201780	10.581493
10.138709	10.768389
9.616008	9.496797
9.344729	10.853252
10.250501	9.939864
9.836245	10.203442
9.364414	8.596665
10.328169	11.659496
11.231735	11.414085
8.389651	8.578955
8.921489	10.342175
8.940157	7.088670
9.865038	9.469426
8.670424	7.190900
7.843783	9.045964
11.396717	12.778131
10.312504	11.747367
9.660720	9.636013
8.720481	8.997679
7.879371	7.840023
7.821937	9.351437
8.782212	10.767503
8.707804	8.584122
6.211935	4.129213
9.559503	8.187671
7.655449	9.184222
7.983865	9.906763
9.182864	9.106685
8.441946	8.048262
