-1.831650	-2.579465	2
-0.401035	-0.569321	2
15.378858	16.137019	0
17.386728	18.113743	0
16.601578	15.988334	0
17.020630	18.269025	0
8.453060	8.078759	1
7.270728	6.410471	1
0.374781	0.464234	2
6.591380	5.959492	1
0.037182	0.866056	2
1.060992	1.196427	2
9.646494	9.444290	1
-1.059361	0.109323	2
15.771310	15.318660	0
0.007934	0.561281	2
8.528580	7.972877	1
7.385798	8.468528	1
8.464485	9.978239	1
16.389469	17.204992	0
-1.028487	-1.178489	2
9.504003	8.111694	1
-0.891302	-0.893508	2
5.552000	8.164329	1
0.179127	1.170110	2
0.998379	1.440716	2
-0.310562	2.472394	2
15.923867	13.972827	0
9.505435	9.754395	1
8.112564	8.993808	1
7.912129	6.813197	1
-0.354033	0.200474	2
7.102630	5.844507	1
-2.560234	-4.099765	2
8.124760	8.714620	1
1.876883	2.155965	2
7.940610	7.131260	1
8.714014	8.262026	1
7.725472	7.829542	1
1.314297	0.793239	2
16.316934	15.169068	0
-1.057956	-0.463966	2
0.220085	0.406632	2
0.293245	1.488990	2
9.136006	9.614322	1
16.129712	17.173273	0
16.340896	14.830191	0
16.680319	17.538976	0
-1.863853	-0.572272	2
15.641174	16.108183	0
15.915673	16.459316	0
0.332321	1.844692	2
7.924013	7.764208	1
0.432239	-0.000788	2
8.303172	7.054404	1
7.906544	7.092262	1
9.500852	7.221752	1
15.118370	15.843048	0
16.756746	16.534635	0
13.720332	11.926242	0
7.876425	7.274986	1
6.116693	6.020784	1
14.706110	14.758503	0
16.865871	15.449920	0
-0.925242	-0.526871	2
0.695279	1.774320	2
-0.234122	0.690620	2
7.930134	7.063586	1
0.373921	1.559859	2
15.532002	16.274648	0
1.535277	0.640430	2
17.690574	16.746379	0
1.179677	1.174719	2
0.808694	0.932608	2
16.980320	15.105503	0
16.036951	16.891984	0
18.516435	19.343864	0
0.979832	0.584807	2
0.135118	-0.582209	2
14.802202	17.315399	0
0.155665	-0.408368	2
6.805488	6.562723	1
16.386403	16.630980	0
9.068125	8.604394	1
0.507347	-0.616502	2
14.480128	15.788243	0
7.629821	5.704029	1
16.156197	17.241832	0
17.239237	18.057627	0
8.358678	7.211466	1
0.358471	1.366235	2
8.435970	9.437761	1
0.424672	0.229003	2
15.150043	13.886860	0
1.167014	0.299410	2
6.536714	6.567946	1
-0.853024	-1.569450	2
7.223401	8.034746	1
18.151641	17.308045	0
2.528803	2.209875	2
17.138563	17.720393	0
7.070716	7.969354	1
16.647765	16.746279	0
15.616288	16.115794	0
8.153219	7.070444	1
8.388937	8.132452	1
0.758749	0.453581	2
15.942345	15.731497	0
18.129783	18.981314	0
7.898934	7.230190	1
0.183731	-0.650105	2
0.615462	0.602171	2
7.018674	5.600331	1
7.403961	8.084441	1
0.052443	-1.076211	2
7.638918	8.600054	1
8.436060	7.956509	1
15.570160	14.439192	0
0.662530	0.369923	2
16.842376	17.230860	0
15.130503	13.323525	0
7.838767	10.032825	1
-0.138727	-1.155011	2
17.041017	18.481016	0
1.414830	3.189560	2
15.338892	15.535727	0
16.288837	16.181298	0
2.133835	3.431387	2
8.097855	10.224467	1
-0.480186	-1.353089	2
7.009203	8.945801	1
8.269558	7.524617	1
15.704230	17.403275	0
8.073545	9.304600	1
-0.404444	-1.465004	2
6.351341	6.408987	1
16.116315	16.901598	0
1.097222	-0.766012	2
15.932311	15.374507	0
8.514144	8.130417	1
7.890418	6.369589	1
8.764640	8.418207	1
9.228567	10.113116	1
17.018972	15.934229	0
7.869343	7.462960	1
0.737296	-0.042041	2
15.607802	15.095480	0
16.369299	16.469049	0
7.146759	7.651239	1
-0.833842	-0.803995	2
-0.351462	-1.949921	2
16.968914	17.341034	0
-0.594023	1.187204	2
0.216434	-1.233576	2
1.967248	3.198375	2
1.479817	1.027704	2
13.490516	14.802940	0
8.625838	7.894615	1
